key_point_id,key_point,topic,stance
kp_14_4,Το στρατόπεδο κράτησης του Γκουαντάναμο βλάπτει την εικόνα/φήμη/τους θεσμούς των ΗΠΑ,Πρέπει να κλείσουμε το στρατόπεδο κράτησης του Γκουαντάναμο,1
kp_14_5,Το στρατόπεδο κράτησης του Γκουαντάναμο είναι ακριβό,Πρέπει να κλείσουμε το στρατόπεδο κράτησης του Γκουαντάναμο,1
kp_14_6,Το προσωπικό του στρατοπέδου κράτησης του Γκουαντάναμο διαπράττει εγκλήματα εναντίον των κρατουμένων,Πρέπει να κλείσουμε το στρατόπεδο κράτησης του Γκουαντάναμο,1
kp_14_7,Άδικη μεταχείριση/τακτικές χρησιμοποιούνται στο στρατόπεδο κράτησης του Γκουαντάναμο,Πρέπει να κλείσουμε το στρατόπεδο κράτησης του Γκουαντάναμο,1
kp_14_8,Το στρατόπεδο κράτησης του Γκουαντάναμο είναι σύμβολο διακρίσεων/αδικίας,Πρέπει να κλείσουμε το στρατόπεδο κράτησης του Γκουαντάναμο,1
kp_16_0,Η υποχρεωτική ηλικία συνταξιοδότησης δημιουργεί ευκαιρίες για άλλους εργαζόμενους,Πρέπει να βάλουμε τέλος στην υποχρεωτική συνταξιοδότηση,-1
kp_16_1,η υποχρεωτική ηλικία συνταξιοδότησης ωφελεί όσους πρόκειται να συνταξιοδοτηθούν,Πρέπει να βάλουμε τέλος στην υποχρεωτική συνταξιοδότηση,-1
kp_16_2,Η υποχρεωτική ηλικία συνταξιοδότησης μειώνει τη θεσμική γνώση,Πρέπει να βάλουμε τέλος στην υποχρεωτική συνταξιοδότηση,1
kp_16_3,Η υποχρεωτική ηλικία συνταξιοδότησης βλάπτει την οικονομία,Πρέπει να βάλουμε τέλος στην υποχρεωτική συνταξιοδότηση,1
kp_16_4,Η υποχρεωτική συνταξιοδότηση δεν είναι δίκαιη/δεν εισάγει διακρίσεις,Πρέπει να βάλουμε τέλος στην υποχρεωτική συνταξιοδότηση,1
kp_16_5,Η υποχρεωτική συνταξιοδότηση μειώνει την ποιότητα ζωής για όσους αναγκάζονται να συνταξιοδοτηθούν,Πρέπει να βάλουμε τέλος στην υποχρεωτική συνταξιοδότηση,1
kp_16_6,Θα πρέπει να αφήσουμε όλους να συνταξιοδοτηθούν όταν είναι έτοιμοι,Πρέπει να βάλουμε τέλος στην υποχρεωτική συνταξιοδότηση,1
kp_17_0,Τα πυρηνικά όπλα είναι απαραίτητα για την προστασία και την αποτροπή,Πρέπει να αγωνιστούμε για την κατάργηση των πυρηνικών όπλων,-1
kp_17_1,Τα πυρηνικά όπλα μπορούν να πέσουν σε λάθος χέρια,Πρέπει να αγωνιστούμε για την κατάργηση των πυρηνικών όπλων,1
kp_17_2,Τα πυρηνικά όπλα προκαλούν ή κλιμακώνουν μια καταστροφική στρατιωτική δράση,Πρέπει να αγωνιστούμε για την κατάργηση των πυρηνικών όπλων,1
kp_18_0,Οι πόλεις προσφέρουν περισσότερες ευκαιρίες,Πρέπει να καταπολεμήσουμε την αστικοποίηση,-1
kp_18_1,Η αστικοποίηση ωφελεί την οικονομία,Πρέπει να καταπολεμήσουμε την αστικοποίηση,-1
kp_18_2,Η αστικοποίηση ωφελεί το περιβάλλον,Πρέπει να καταπολεμήσουμε την αστικοποίηση,-1
kp_18_3,Οι περιορισμοί στη μετανάστευση θα ωφελήσουν τους ανθρώπους στις αγροτικές περιοχές οικονομικά/κοινωνικά,Πρέπει να καταπολεμήσουμε την αστικοποίηση,1
kp_18_4,Η αστικοποίηση προκαλεί εγκληματικότητα,Πρέπει να καταπολεμήσουμε την αστικοποίηση,1
kp_18_5,Η αστικοποίηση βλάπτει το περιβάλλον,Πρέπει να καταπολεμήσουμε την αστικοποίηση,1
kp_18_6,Η αστικοποίηση προκαλεί πίεση στους πόρους των πόλεων,Πρέπει να καταπολεμήσουμε την αστικοποίηση,1
kp_19_0,Η αποχή από μια ψηφοφορία αντικατοπτρίζει επίσης τις προτιμήσεις σας,Πρέπει να εισαγάγουμε την υποχρεωτική ψηφοφορία,-1
kp_19_1,Οι πολίτες έχουν το δικαίωμα να μην ψηφίσουν,Πρέπει να εισαγάγουμε την υποχρεωτική ψηφοφορία,-1
kp_19_2,Η υποχρεωτική ψηφοφορία μπορεί να κάνει τους ανθρώπους να ψηφίσουν με έναν μη ενημερωμένο / τυχαίο τρόπο,Πρέπει να εισαγάγουμε την υποχρεωτική ψηφοφορία,-1
kp_19_3,Δεν έχουν όλοι τη δυνατότητα να πάνε να ψηφίσουν,Πρέπει να εισαγάγουμε την υποχρεωτική ψηφοφορία,-1
kp_19_4,Η υποχρεωτική ψηφοφορία αυξάνει την εκπροσώπηση,Πρέπει να εισαγάγουμε την υποχρεωτική ψηφοφορία,1
kp_19_5,Η υποχρεωτική ψηφοφορία θα κάνει περισσότερους ανθρώπους να ενδιαφέρονται για την πολιτική,Πρέπει να εισαγάγουμε την υποχρεωτική ψηφοφορία,1
kp_19_6,Οι άνθρωποι έχουν την υποχρέωση να ψηφίσουν,Πρέπει να εισαγάγουμε την υποχρεωτική ψηφοφορία,1
kp_20_0,Η κάνναβη βλάπτει το σώμα,Πρέπει να νομιμοποιήσουμε την κάνναβη,-1
kp_20_1,Η κάνναβη αυξάνει την έλλειψη κρίσης/τα ατυχήματα,Πρέπει να νομιμοποιήσουμε την κάνναβη,-1
kp_20_2,Η κάνναβη είναι ένα ναρκωτικό-πύλη/εθιστικό,Πρέπει να νομιμοποιήσουμε την κάνναβη,-1
kp_20_3,Η νόμιμη κάνναβη μπορεί να φτάσει στα χέρια ανήλικων εφήβων/παιδιών,Πρέπει να νομιμοποιήσουμε την κάνναβη,-1
kp_20_4,Η νόμιμη κάνναβη θα ενισχύσει τη μαύρη αγορά/εγκληματική δραστηριότητα,Πρέπει να νομιμοποιήσουμε την κάνναβη,-1
kp_20_5,Η κάνναβη είναι οικονομικά επωφελής,Πρέπει να νομιμοποιήσουμε την κάνναβη,1
kp_20_6,Η κάνναβη είναι ασφαλής/υγιής/ανακουφίζει από τον πόνο,Πρέπει να νομιμοποιήσουμε την κάνναβη,1
kp_20_7,Αν η κάνναβη νομιμοποιούνταν θα μπορούσε να ρυθμιστεί,Πρέπει να νομιμοποιήσουμε την κάνναβη,1
kp_20_8,"Οι άνθρωποι θα πρέπει να έχουν το δικαίωμα να κάνουν ό,τι θέλουν με το σώμα τους",Πρέπει να νομιμοποιήσουμε την κάνναβη,1
kp_20_9,"Το αλκοόλ και ο καπνός είναι πιο επιβλαβή ναρκωτικά, αλλά παραμένουν νόμιμα",Πρέπει να νομιμοποιήσουμε την κάνναβη,1
kp_20_10,Η νομιμοποίηση της κάνναβης θα μειώσει τη μαύρη αγορά/την εγκληματική δραστηριότητα,Πρέπει να νομιμοποιήσουμε την κάνναβη,1
kp_21_0,Η νομιμοποίηση θα οδηγήσει σε περισσότερα σεξουαλικά μεταδιδόμενα νοσήματα,Πρέπει να νομιμοποιήσουμε την πορνεία,-1
kp_21_1,Η νομιμοποίηση της σεξουαλικής εργασίας θα αυξήσει την ανήθικη συμπεριφορά όπως ο νταβατζής/το οργανωμένο έγκλημα/η εμπορία ανθρώπων,Πρέπει να νομιμοποιήσουμε την πορνεία,-1
kp_21_2,Η νομιμοποίηση της εργασίας του σεξ θα αυξήσει τη βία κατά των γυναικών,Πρέπει να νομιμοποιήσουμε την πορνεία,-1
kp_21_3,Το να πουλάς το σώμα σου είναι ανήθικο,Πρέπει να νομιμοποιήσουμε την πορνεία,-1
kp_21_4,Η νομιμοποίηση της εργασίας του σεξ ενισχύει την οικονομία,Πρέπει να νομιμοποιήσουμε την πορνεία,1
kp_21_5,"Η νομιμοποίηση της εργασίας του σεξ αυξάνει τα οφέλη των εργαζομένων του σεξ (π.χ. υγειονομική περίθαλψη, ασφαλές σεξ, συνδικαλιστική δράση, κ.λπ.)",Πρέπει να νομιμοποιήσουμε την πορνεία,1
kp_21_6,Η νομιμοποίηση της εργασίας του σεξ θα επιτρέψει τη ρύθμιση των επαγγελματιών.,Πρέπει να νομιμοποιήσουμε την πορνεία,1
kp_21_7,Η νομιμοποίηση της εργασίας του σεξ θα κάνει το επάγγελμα ασφαλέστερο για τις γυναίκες,Πρέπει να νομιμοποιήσουμε την πορνεία,1
kp_21_8,Η εργασία του σεξ είναι μια έγκυρη επιλογή για το σώμα σας,Πρέπει να νομιμοποιήσουμε την πορνεία,1
kp_22_0,Η επιλογή του φύλου μπορεί να οδηγήσει σε ανισορροπία των φύλων,Πρέπει να νομιμοποιήσουμε την επιλογή φύλου,-1
kp_22_1,Η επιλογή του φύλου είναι ενάντια στην παράδοση,Πρέπει να νομιμοποιήσουμε την επιλογή φύλου,-1
kp_22_2,Η επιλογή του φύλου είναι ακριβή,Πρέπει να νομιμοποιήσουμε την επιλογή φύλου,-1
kp_22_3,Η επιλογή φύλου επιβεβαιώνει τα στερεότυπα/προκαταλήψεις φύλου,Πρέπει να νομιμοποιήσουμε την επιλογή φύλου,-1
